company_number,company_name,company_status,company_type,date_of_creation,address_line_1,address_line_2,locality,postal_code,country,sic_codes,name_norm,outward_postcode,match_key,accounts_type,last_accounts_made_up_to,next_accounts_due,has_recent_accounts,accounts_overdue,sic_codes_ch,is_group_like,parent_name,parent_postcode,parent_match_key,parent_in_esos,covered_by_group,age_years,primary_sic,sector,esos_score
13078988,MILLIE'S DELIVERY LIMITED,active,ltd,2020-12-14,20 Ffald Rd Ffald Road,Pyle,Bridgend,CF33 6AD,Wales,['56290'],MILLIESDELIVERY,CF33,MILLIESDELIVERY|CF33,dormant,2021-12-31,2023-09-30,True,True,56290,False,,,,False,False,5.054072553045859,56290,Other,-2
NI037454,G. P. WILLIAMS LIMITED,active,ltd,1999-11-29,Arthur House,Arthur Street,Belfast,BT1 4GB,,['4545'],GPWILLIAMS,BT1,GPWILLIAMS|BT1,total-exemption-small,2009-12-31,2011-09-30,True,True,4545,False,,,,False,False,26.09719370294319,4545,Other,-2
NI621000,FMC BUILDING SERVICES LIMITED,active,ltd,2013-10-18,205 Gilford Rd,,Portadown,BT63 5LG,,['41202'],FMCBUILDING,BT63,FMCBUILDING|BT63,micro-entity,2021-10-31,2023-07-31,True,True,41202,False,,,,False,False,12.210814510609172,41202,Buildings,-2
NI626414,MJL WORKFORCE ENGAGEMENT SERVICES LTD,active,ltd,2014-08-29,70 Cavanoneill Road,Pomeroy,Dungannon,BT70 2SH,Northern Ireland,['43999'],MJLWORKFORCEENGAGEMENT,BT70,MJLWORKFORCEENGAGEMENT|BT70,micro-entity,2024-08-31,2026-05-31,True,False,43999,False,,,,False,False,11.34839151266256,43999,Buildings,-2
NI628743,CR FINANCIAL PLANNING LIMITED,active,ltd,2015-01-16,4 Rhanbuoy Gardens,Seahill,Holywood,BT18 0DZ,,['70221'],CRFINANCIALPLANNING,BT18,CRFINANCIALPLANNING|BT18,dormant,2018-01-31,2019-10-31,True,True,70221,False,,,,False,False,10.965092402464066,70221,Other,-2
NI638872,RECRUITMENT SOLUTIONS (N.I.) LIMITED,active,ltd,2016-06-06,25 Shore Road,,Holywood,BT18 9HX,Northern Ireland,['78200'],RECRUITMENTSOLUTIONSNI,BT18,RECRUITMENTSOLUTIONSNI|BT18,micro-entity,2018-06-30,2020-03-31,True,True,78200,False,,,,False,False,9.57700205338809,78200,Other,-2
NI650612,CEASEFIRE SERVICES LIMITED,active,ltd,2018-01-29,"Unit 1, 105 Creagh Road",Castledawson,Magherafelt,BT45 8EY,United Kingdom,['43390'],CEASEFIRE,BT45,CEASEFIRE|BT45,micro-entity,2022-01-31,2023-10-31,True,True,43390,False,,,,False,False,7.928815879534565,43390,Buildings,-2
NI666793,CLIFMAC LIMITED,active,ltd,2020-01-07,15 Braefield,Claudy,Derry,BT47 4DX,Northern Ireland,['42220'],CLIFMAC,BT47,CLIFMAC|BT47,micro-entity,2023-01-31,2024-10-31,True,True,42220,False,,,,False,False,5.990417522245037,42220,Buildings,-2
NI668027,CAUSEWAY FITNESS LIMITED,active,ltd,2020-02-27,8 Riverside Park North,,Coleraine,BT51 3GE,Northern Ireland,['93130'],CAUSEWAYFITNESS,BT51,CAUSEWAYFITNESS|BT51,micro-entity,2022-02-28,2023-11-30,True,True,93130,False,,,,False,False,5.8507871321013,93130,Other,-2
NI671121,THE STANDARD MILL LTD,active,ltd,2020-07-20,108 Mill Hill,,Castlewellan,BT31 9ND,Northern Ireland,['35110'],THESTANDARDMILL,BT31,THESTANDARDMILL|BT31,micro-entity,2024-07-31,2026-04-30,True,False,35110,False,,,,False,False,5.456536618754278,35110,Industrial,-2
SC038754,TROBASC LIMITED,active,ltd,1963-05-03,Fyfe House,Westhill Industrial Estate,Skene,AB32 6TQ,,['7499'],TROBASC,AB32,TROBASC|AB32,dormant,1993-12-31,1995-10-31,True,True,7499,False,,,,False,False,62.672142368240934,7499,Other,-2
SC362628,ALEX HADDOW JOINERS LIMITED,active,ltd,2009-07-14,10 Curling Knowe,,Crossgates,KY4 8AX,,['43320'],ALEXHADDOWJOINERS,KY4,ALEXHADDOWJOINERS|KY4,micro-entity,2021-03-31,2022-12-31,True,True,43320,False,,,,False,False,16.473648186173854,43320,Buildings,-2
SC468415,GALLERY ART MARKETING LTD,active,ltd,2014-01-27,1 Woodside Ind. Est. Main Street,Glenluce,Newton Stewart,DG8 0PL,,['18129'],GALLERYARTMARKETING,DG8,GALLERYARTMARKETING|DG8,micro-entity,2022-01-31,2023-10-31,True,True,18129,False,,,,False,False,11.93429158110883,18129,Industrial,-2
SC471241,BIBBLE BAR SILVERBURN LIMITED,active,ltd,2014-02-28,Bibble Milkshake,Unit 42/1 Hardengreen Business Park,Eskbank,EH22 3NU,Scotland,['56103'],BIBBLEBARSILVERBURN,EH22,BIBBLEBARSILVERBURN|EH22,micro-entity,2018-02-28,2019-11-30,True,True,56103,False,,,,False,False,11.846680355920602,56103,Other,-2
SC493214,WILKIE BUILDERS LIMITED,active,ltd,2014-12-11,42 St. Abbs Road,,Arbroath,DD11 5AS,,['41202'],WILKIEBUILDERS,DD11,WILKIEBUILDERS|DD11,micro-entity,2021-12-31,2023-09-30,True,True,41202,False,,,,False,False,11.063655030800822,41202,Buildings,-2
SC505345,941 LIMITED,active,ltd,2015-05-07,41 London Street,,Edinburgh,EH3 6LX,,['86900'],941,EH3,941|EH3,micro-entity,2020-05-31,2022-02-28,True,True,86900,False,,,,False,False,10.661190965092402,86900,Other,-2
SC508011,PEREGRINE CONSTRUCTION SITE ENGINEERS LIMITED,active,ltd,2015-06-10,22 Alnwick Drive,Eaglesham,Glasgow,G76 0AZ,Scotland,['41201'],PEREGRINECONSTRUCTIONSITEENGINEERS,G76,PEREGRINECONSTRUCTIONSITEENGINEERS|G76,micro-entity,2022-06-30,2024-03-31,True,True,41201,False,,,,False,False,10.568104038329912,41201,Buildings,-2
SC511146,GILLESPIE & ROSS LTD,active,ltd,2015-07-20,Unit 4 Eastfield Farm Industrial Estate Unit 4,Eastfield Farm Ind Est,Penicuik,EH26 8EZ,Scotland,['96090'],GILLESPIEANDROSS,EH26,GILLESPIEANDROSS|EH26,micro-entity,2021-07-31,2023-07-28,True,True,96090,False,,,,False,False,10.458590006844627,96090,Other,-2
SC517587,WOVEN CORD LIMITED,active,ltd,2015-10-09,87 Acacia Way,Cambuslang,Glasgow,G72 7ZY,Scotland,['62020'],WOVENCORD,G72,WOVENCORD|G72,micro-entity,2018-10-31,2020-10-31,True,True,62020,False,,,,False,False,10.236824093086927,62020,Other,-2
SC532560,MK FIRE PROTECTION ENGINEERS LTD,active,ltd,2016-04-13,Suite 341 4th Floor 93 Hope Street,,Glasgow,G2 6LD,Scotland,['43210'],MKFIREPROTECTIONENGINEERS,G2,MKFIREPROTECTIONENGINEERS|G2,micro-entity,2020-04-30,2022-04-30,True,True,43210,False,,,,False,False,9.724845995893224,43210,Buildings,-2
SC532958,CMS JOINERY LTD,active,ltd,2016-04-18,50 George Street,,Dunoon,PA23 8BW,Scotland,['43320'],CMSJOINERY,PA23,CMSJOINERY|PA23,micro-entity,2021-04-30,2023-04-30,True,True,43320,False,,,,False,False,9.711156741957563,43320,Buildings,-2
SC535394,DI & EV LTD,active,ltd,2016-05-13,37 Broad Street,,Peterhead,AB42 1JB,United Kingdom,['96090'],DIANDEV,AB42,DIANDEV|AB42,micro-entity,2021-05-31,2023-02-28,True,True,96090,False,,,,False,False,9.64271047227926,96090,Other,-2
SC540537,ARDLER VILLAGE (DUNDEE) LIMITED,active,ltd,2016-07-18,165 Brook Street,Broughty Ferry,Dundee,DD5 1DJ,,['56103'],ARDLERVILLAGEDUNDEE,DD5,ARDLERVILLAGEDUNDEE|DD5,micro-entity,2020-07-31,2022-04-30,True,True,56103,False,,,,False,False,9.462012320328542,56103,Other,-2
SC543595,DUMBARTON FUNERAL HOME LIMITED,active,ltd,2016-08-24,141 High Street High Street,,Dumbarton,G82 1LE,Scotland,['96030'],DUMBARTONFUNERALHOME,G82,DUMBARTONFUNERALHOME|G82,micro-entity,2020-08-31,2022-08-31,True,True,96030,False,,,,False,False,9.360711841204655,96030,Other,-2
SC558920,SOUTHSIDE BARBER ACADEMY LIMITED,active,ltd,2017-02-28,34 Minard Road,,Glasgow,G41 2HR,Scotland,['85590'],SOUTHSIDEBARBERACADEMY,G41,SOUTHSIDEBARBERACADEMY|G41,micro-entity,2023-02-28,2024-11-27,True,True,85590,False,,,,False,False,8.845995893223819,85590,Other,-2
SC566510,DAVIDIC COVENANT LTD.,active,ltd,2017-05-19,6 Almond Court,,Edinburgh,EH16 4EE,United Kingdom,['96090'],DAVIDICCOVENANT,EH16,DAVIDICCOVENANT|EH16,micro-entity,2021-05-31,2023-02-28,True,True,96090,False,,,,False,False,8.626967830253252,96090,Other,-2
SC571479,COPELAND JOINERY LTD,active,ltd,2017-07-18,22 Highfield Place,,Irvine,KA11 1BW,Scotland,['43320'],COPELANDJOINERY,KA11,COPELANDJOINERY|KA11,micro-entity,2021-07-31,2023-04-30,True,True,43320,False,,,,False,False,8.462696783025326,43320,Buildings,-2
SC573648,SMCV LTD,active,ltd,2017-08-14,1 Glenluss Way,,Greenock,PA16 9NS,Scotland,['43341'],SMCV,PA16,SMCV|PA16,micro-entity,2020-11-06,2022-08-06,True,True,43341,False,,,,False,False,8.388774811772759,43341,Buildings,-2
SC587963,ANSPRO LTD,active,ltd,2018-02-07,28 Bannermill Place,,Aberdeen,AB24 5EA,United Kingdom,['70229'],ANSPRO,AB24,ANSPRO|AB24,micro-entity,2024-02-28,2025-11-30,True,True,70229,False,,,,False,False,7.904175222450377,70229,Other,-2
SC590335,CLEAN & PROTECT LIMITED,active,ltd,2018-03-05,Ingram House,227 Ingram Street,Glasgow,G1 1DA,Scotland,['43999'],CLEANANDPROTECT,G1,CLEANANDPROTECT|G1,dormant,2020-03-31,2022-03-31,True,True,43999,False,,,,False,False,7.832991101984942,43999,Buildings,-2
SC599984,M & G BROWN ELECTRICAL LTD,active,ltd,2018-06-14,24 Cranbrooke Drive,,Glasgow,G20 0LX,United Kingdom,['43210'],MANDGBROWNELECTRICAL,G20,MANDGBROWNELECTRICAL|G20,micro-entity,2021-06-30,2023-06-30,True,True,43210,False,,,,False,False,7.5564681724846,43210,Buildings,-2
SC604069,SHAMBAILLA LIMITED,active,ltd,2018-07-31,155 Jerviston Road,,Glasgow,G33 5QL,Scotland,['63110'],SHAMBAILLA,G33,SHAMBAILLA|G33,micro-entity,2022-07-31,2024-04-30,True,True,63110,False,,,,False,False,7.427789185489391,63110,Other,-2
SC605074,NORTHERN SHIELD LTD,active,ltd,2018-08-13,13 Steedman Row,,Edinburgh,EH16 4FQ,,['49390'],NORTHERNSHIELD,EH16,NORTHERNSHIELD|EH16,micro-entity,2020-08-31,2022-05-31,True,True,49390,False,,,,False,False,7.392197125256674,49390,Transport,-2
SC605989,BRUADAR MOR LTD,active,ltd,2018-08-21,SC605989 - COMPANIES HOUSE DEFAULT ADDRESS,,Edinburgh,EH7 9HR,,['41202'],BRUADARMOR,EH7,BRUADARMOR|EH7,dormant,2019-08-31,2021-05-31,True,True,41202,False,,,,False,False,7.370294318959616,41202,Buildings,-2
SC608292,36FIIVE LTD,active,ltd,2018-09-18,22-24 Newington Road,,Edinburgh,EH9 1QS,Scotland,['96090'],36FIIVE,EH9,36FIIVE|EH9,micro-entity,2020-09-30,2022-09-30,True,True,96090,False,,,,False,False,7.293634496919918,96090,Other,-2
SC612080,COMPLETE COVERINGS LTD,active,ltd,2018-10-30,25 Jacobson Terrace,,Dundee,DD3 9TD,United Kingdom,['47530'],COMPLETECOVERINGS,DD3,COMPLETECOVERINGS|DD3,micro-entity,2020-10-31,2022-10-31,True,True,47530,False,,,,False,False,7.17864476386037,47530,Other,-2
SC618252,FREQUENCY BARBER LTD,active,ltd,2019-01-15,15 Duncombe Street,,Glasgow,G20 0LZ,Scotland,['96020'],FREQUENCYBARBER,G20,FREQUENCYBARBER|G20,micro-entity,2022-01-31,2023-10-31,True,True,96020,False,,,,False,False,6.967830253251198,96020,Other,-2
SC628596,MCKNOCKITER ENGINEERING LTD,active,ltd,2019-04-24,1 Catto Crescent,Cove Bay,Aberdeen,AB12 3PQ,Scotland,['71122'],MCKNOCKITERENGINEERING,AB12,MCKNOCKITERENGINEERING|AB12,micro-entity,2022-04-30,2024-01-31,True,True,71122,False,,,,False,False,6.69678302532512,71122,Other,-2
SC628849,ABNA CONSULTANCY LIMITED,active,ltd,2019-04-29,2 Taylor Place,Flat 24/8,Glasgow,G4 0PA,Scotland,['70229'],ABNACONSULTANCY,G4,ABNACONSULTANCY|G4,dormant,2022-04-30,2024-01-31,True,True,70229,False,,,,False,False,6.683093771389459,70229,Other,-2
SC632016,MINTED DECORATIVE & INDUSTRIAL COATINGS LTD,active,ltd,2019-05-30,17 Duthil Street,West Drumoyne,Glasgow,G51 4GX,Scotland,['43341'],MINTEDDECORATIVEANDINDUSTRIALCOATINGS,G51,MINTEDDECORATIVEANDINDUSTRIALCOATINGS|G51,micro-entity,2021-05-31,2023-02-28,True,True,43341,False,,,,False,False,6.598220396988364,43341,Buildings,-2
SC633360,AFGHAN KITCHEN LTD,active,ltd,2019-06-13,151 / 6 Balmoral Street,,Glasgow,G14 0HB,Scotland,['47290'],AFGHANKITCHEN,G14,AFGHANKITCHEN|G14,micro-entity,2022-09-30,2024-06-30,True,True,47290,False,,,,False,False,6.5598904859685145,47290,Other,-2
SC641221,HOME FIRE PROTECTION SCOTLAND LTD,active,ltd,2019-09-11,3a Moss Street,,Paisley,PA1 1BG,Scotland,['43210'],HOMEFIREPROTECTIONSCOTLAND,PA1,HOMEFIREPROTECTIONSCOTLAND|PA1,micro-entity,2021-09-30,2023-06-30,True,True,43210,False,,,,False,False,6.313483915126626,43210,Buildings,-2
SC643929,BUCHAN CONSULTANCY LIMITED,active,ltd,2019-10-08,Box 602 (Mclennan) Mail Box Etc,145 Kilmarnock Road,Glasgow,G41 3JA,Scotland,['70229'],BUCHANCONSULTANCY,G41,BUCHANCONSULTANCY|G41,micro-entity,2020-10-31,2022-07-31,True,True,70229,False,,,,False,False,6.239561943874059,70229,Other,-2
SC645127,JM OFFSHORE SERVICES LTD,active,ltd,2019-10-23,20 Redmire Crescent,Portlethen,Aberdeen,AB12 4AL,United Kingdom,['45200'],JMOFFSHORE,AB12,JMOFFSHORE|AB12,micro-entity,2020-10-31,2022-07-31,True,True,45200,False,,,,False,False,6.198494182067077,45200,Other,-2
SC651496,LITTLE INDIA (SCOT) LTD,active,ltd,2020-01-14,"Little India Take Away, 55",High Street,Tillicoultry,FK13 6AA,Scotland,['56103'],LITTLEINDIASCOT,FK13,LITTLEINDIASCOT|FK13,micro-entity,2022-01-31,2023-10-31,True,True,56103,False,,,,False,False,5.971252566735113,56103,Other,-2
